Cus.ID,Date,Cus. Location,Age,Gender,Mobile Name,Sell Price,Does he/she Come from Facebook Page?,Does he/she Followed Our Page?,Did he/she buy any mobile before?,Did he/she hear of our shop before?
7125,24-01-2025,Inside Rangamati,41,M,Galaxy M35 5G 8/128,16057.0,Yes,No,No,No
7126,24-01-2025,Outside Rangamati,27,F,Moto G85 5G 8/128,26347.0,Yes,No,No,Yes
7127,24-01-2025,Inside Rangamati,39,M,Redmi Note 12 Pro 8/128,17599.0,Yes,Yes,No,No
7128,24-01-2025,Outside Rangamati,37,F,Pixel 7a 8/128,44146.0,No,Yes,No,Yes
7129,24-01-2025,Rangamati Sadar,25,F,Vivo T3x 5G 8/128,14220.0,No,No,No,Yes
7130,24-01-2025,Inside Rangamati,48,F,Vivo Y200 5G 6/128,18475.0,No,No,No,Yes
7131,24-01-2025,Rangamati Sadar,28,M,iQOO Z7 5G 6/128,20083.0,No,Yes,No,Yes
7132,24-01-2025,Inside Rangamati,33,F,Galaxy M35 5G 8/128,24324.0,No,Yes,No,Yes
7133,24-01-2025,Rangamati Sadar,21,F,Galaxy M35 5G 8/128,26252.0,Yes,No,No,No
7134,24-01-2025,Rangamati Sadar,48,F,Galaxy A55 5G 8/128,18033.0,No,Yes,No,No
7135,24-01-2025,Inside Rangamati,48,F,iPhone 16 Pro Max 1TB,14712.0,Yes,No,No,Yes
7136,24-01-2025,Inside Rangamati,18,M,Redmi Note 12 Pro 8/128,16105.0,No,No,No,No
7137,24-01-2025,Outside Rangamati,40,F,Redmi Note 12 Pro 8/128,21682.0,No,Yes,No,Yes
7138,24-01-2025,Outside Rangamati,49,F,Vivo T3x 5G 8/128,22031.0,No,No,Yes,No
7139,24-01-2025,Rangamati Sadar,25,F,Redmi Note 12 Pro 8/128,21631.0,No,No,No,Yes
7140,24-01-2025,Outside Rangamati,50,M,Moto G85 5G 8/128,26238.0,No,No,No,Yes
7141,24-01-2025,Rangamati Sadar,23,M,iQOO Neo 9 Pro 5G 12/256,21225.0,Yes,Yes,No,Yes
7142,24-01-2025,Rangamati Sadar,25,F,Moto G85 5G 8/128,25244.0,No,No,Yes,Yes
7143,24-01-2025,Inside Rangamati,30,M,Pixel 7a 8/128,26120.0,No,Yes,No,Yes
7144,24-01-2025,Inside Rangamati,24,M,Vivo Y200 5G 6/128,18047.0,Yes,No,No,Yes
7145,24-01-2025,Inside Rangamati,28,M,Vivo T3x 5G 8/128,25935.0,Yes,No,No,No
7146,24-01-2025,Rangamati Sadar,47,F,Vivo Y200 5G 6/128,23546.0,Yes,No,No,Yes
7147,24-01-2025,Rangamati Sadar,19,M,Note 11S 6/128,20056.0,No,Yes,Yes,Yes
7148,24-01-2025,Outside Rangamati,45,M,iPhone 16 Pro 256GB,18097.0,No,No,No,No
7149,25-01-2025,Outside Rangamati,40,F,Vivo T3x 5G 8/128,25254.0,Yes,Yes,Yes,Yes
7150,25-01-2025,Inside Rangamati,25,M,Galaxy A55 5G 8/128,24898.0,No,Yes,No,Yes
7151,25-01-2025,Rangamati Sadar,33,M,iQOO Z7 5G 6/128,23628.0,No,No,Yes,No
7152,25-01-2025,Inside Rangamati,20,M,R-70 Turbo 5G 6/128,16662.0,Yes,Yes,Yes,Yes
7153,25-01-2025,Outside Rangamati,38,M,iPhone 16 Pro Max 1TB,200353.0,Yes,No,No,Yes
7154,25-01-2025,Outside Rangamati,37,M,Redmi Note 12 Pro 8/128,27149.0,No,No,Yes,No
7155,25-01-2025,Outside Rangamati,19,M,Galaxy M35 5G 8/128,16599.0,No,Yes,No,Yes
7156,25-01-2025,Outside Rangamati,45,M,Narzo N53 4/64,16529.0,No,No,Yes,Yes
7157,25-01-2025,Outside Rangamati,36,M,Moto G85 5G 8/128,24775.0,No,No,No,Yes
7158,25-01-2025,Rangamati Sadar,42,M,Pixel 7a 8/128,44243.0,Yes,Yes,No,No
7159,25-01-2025,Rangamati Sadar,20,M,Vivo T3x 5G 8/128,25348.0,No,No,No,Yes
7160,25-01-2025,Inside Rangamati,29,F,Vivo Y200 5G 6/128,24593.0,No,Yes,Yes,No
7161,25-01-2025,Inside Rangamati,50,M,Redmi Note 12 Pro 8/128,14863.0,No,Yes,No,Yes
7162,25-01-2025,Inside Rangamati,48,F,Pixel 8 Pro 12/256,25467.0,No,Yes,No,No
7163,25-01-2025,Outside Rangamati,24,M,iPhone 16 Pro Max 1TB,18285.0,No,No,No,No
7164,25-01-2025,Outside Rangamati,48,F,Pixel 8 Pro 12/256,19171.0,No,No,Yes,No
7165,25-01-2025,Rangamati Sadar,20,M,Note 11S 6/128,19394.0,No,Yes,Yes,No
7166,25-01-2025,Outside Rangamati,32,F,iPhone 16 Pro Max 1TB,71419.0,No,No,No,No
7167,25-01-2025,Outside Rangamati,47,F,R-70 Turbo 5G 6/128,23999.0,No,No,No,Yes
7168,25-01-2025,Outside Rangamati,50,M,Vivo Y200 5G 6/128,24789.0,No,Yes,No,No
7169,25-01-2025,Rangamati Sadar,43,F,iQOO Z7 5G 6/128,20551.0,No,Yes,No,Yes
7170,25-01-2025,Rangamati Sadar,36,M,Vivo T3x 5G 8/128,25323.0,No,No,No,No
7171,25-01-2025,Outside Rangamati,46,M,Note 14 Pro 5G 8/256,21906.0,Yes,Yes,No,No
7172,25-01-2025,Outside Rangamati,50,F,Pixel 8 Pro 12/256,22234.0,Yes,No,No,No
7173,25-01-2025,Outside Rangamati,20,F,iQOO Neo 9 Pro 5G 12/256,18108.0,No,No,No,Yes
7174,25-01-2025,Outside Rangamati,21,F,R-70 Turbo 5G 6/128,24239.0,Yes,No,Yes,Yes
7175,25-01-2025,Outside Rangamati,43,M,Moto G85 5G 8/128,18384.0,No,No,No,Yes
7176,25-01-2025,Inside Rangamati,32,F,Redmi Note 12 Pro 8/128,13496.0,No,Yes,No,No
7177,25-01-2025,Inside Rangamati,21,M,iQOO Z7 5G 6/128,20752.0,No,Yes,Yes,Yes
7178,25-01-2025,Outside Rangamati,34,F,iPhone 16 Pro 256GB,14332.0,No,Yes,No,No
7179,25-01-2025,Inside Rangamati,29,F,iQOO Z7 5G 6/128,20035.0,Yes,Yes,No,Yes
7180,25-01-2025,Inside Rangamati,36,F,Vivo T3x 5G 8/128,19903.0,Yes,No,No,No
7181,25-01-2025,Inside Rangamati,42,M,iPhone 16 Pro Max 1TB,55951.0,No,No,No,No
7182,25-01-2025,Rangamati Sadar,45,F,Narzo N53 4/64,13751.0,No,Yes,No,No
7183,25-01-2025,Inside Rangamati,25,M,Note 14 Pro 5G 8/256,36081.0,Yes,Yes,No,Yes
7184,25-01-2025,Rangamati Sadar,39,F,Narzo N53 4/64,13718.0,No,No,No,No
7185,25-01-2025,Outside Rangamati,22,M,Pixel 8 Pro 12/256,21149.0,No,No,No,No
7186,26-01-2025,Rangamati Sadar,29,F,Narzo N53 4/64,23080.0,No,No,No,No
7187,26-01-2025,Inside Rangamati,22,M,iQOO Z7 5G 6/128,15685.0,No,No,No,Yes
7188,26-01-2025,Outside Rangamati,35,M,Galaxy A55 5G 8/128,15199.0,No,No,No,No
7189,26-01-2025,Outside Rangamati,25,F,Pixel 7a 8/128,19726.0,No,No,No,Yes
7190,26-01-2025,Rangamati Sadar,41,M,iQOO Neo 9 Pro 5G 12/256,21445.0,Yes,No,No,Yes
7191,26-01-2025,Outside Rangamati,33,M,Vivo T3x 5G 8/128,22816.0,No,No,No,Yes
7192,26-01-2025,Rangamati Sadar,36,F,Narzo N53 4/64,24912.0,No,Yes,No,No
7193,26-01-2025,Outside Rangamati,34,F,iQOO Neo 9 Pro 5G 12/256,17782.0,No,No,Yes,Yes
7194,26-01-2025,Inside Rangamati,43,M,iPhone 16 Pro 256GB,19479.0,No,No,No,No
7195,26-01-2025,Outside Rangamati,47,M,Note 11S 6/128,18536.0,Yes,Yes,No,No
7196,26-01-2025,Inside Rangamati,49,F,Galaxy A55 5G 8/128,19969.0,Yes,Yes,No,Yes
7197,26-01-2025,Outside Rangamati,34,F,Vivo T3x 5G 8/128,15692.0,No,Yes,No,No
7198,26-01-2025,Rangamati Sadar,33,F,iPhone 16 Pro Max 1TB,19590.0,No,Yes,No,No
7199,26-01-2025,Rangamati Sadar,42,M,R-70 Turbo 5G 6/128,24380.0,No,No,Yes,No
7200,26-01-2025,Outside Rangamati,27,F,R-70 Turbo 5G 6/128,26633.0,No,Yes,No,No
7201,26-01-2025,Rangamati Sadar,37,F,R-70 Turbo 5G 6/128,23327.0,No,No,No,Yes
7202,26-01-2025,Inside Rangamati,50,M,Galaxy M35 5G 8/128,26083.0,No,Yes,No,No
7203,26-01-2025,Rangamati Sadar,24,F,Note 11S 6/128,18564.0,No,No,No,Yes
7204,26-01-2025,Outside Rangamati,21,M,Galaxy M35 5G 8/128,17074.0,Yes,Yes,No,No
7205,26-01-2025,Inside Rangamati,18,M,Narzo N53 4/64,13739.0,No,Yes,Yes,No
7206,26-01-2025,Inside Rangamati,31,F,Note 11S 6/128,18393.0,No,Yes,No,Yes
7207,27-01-2025,Outside Rangamati,41,F,Vivo Y200 5G 6/128,25248.0,Yes,Yes,No,Yes
7208,27-01-2025,Inside Rangamati,35,F,iQOO Z7 5G 6/128,24185.0,No,No,No,No
7209,27-01-2025,Inside Rangamati,20,M,Pixel 7a 8/128,44248.0,No,No,No,No
7210,27-01-2025,Inside Rangamati,27,M,Redmi Note 12 Pro 8/128,18596.0,No,No,No,No
7211,27-01-2025,Outside Rangamati,20,M,Redmi Note 12 Pro 8/128,14007.0,No,No,Yes,Yes
7212,27-01-2025,Outside Rangamati,44,M,Note 11S 6/128,13339.0,No,No,No,Yes
7213,27-01-2025,Outside Rangamati,21,F,Note 14 Pro 5G 8/256,17559.0,Yes,Yes,No,No
7214,27-01-2025,Inside Rangamati,43,M,iPhone 16 Pro Max 1TB,63442.0,Yes,No,No,Yes
7215,27-01-2025,Rangamati Sadar,44,F,R-70 Turbo 5G 6/128,23962.0,No,No,No,Yes
7216,27-01-2025,Inside Rangamati,23,M,Vivo Y200 5G 6/128,26470.0,Yes,No,No,Yes
7217,27-01-2025,Rangamati Sadar,20,M,iPhone 16 Pro 256GB,141527.0,No,Yes,No,Yes
7218,27-01-2025,Outside Rangamati,50,F,iQOO Neo 9 Pro 5G 12/256,13028.0,No,No,No,Yes
7219,27-01-2025,Rangamati Sadar,49,M,iPhone 16 Pro Max 1TB,13597.0,No,Yes,No,Yes
7220,27-01-2025,Inside Rangamati,50,F,Redmi Note 12 Pro 8/128,13757.0,Yes,No,No,Yes
7221,27-01-2025,Outside Rangamati,33,F,Galaxy S24 Ultra 12/256,13053.0,Yes,No,Yes,Yes
7222,27-01-2025,Rangamati Sadar,30,F,iQOO Z7 5G 6/128,19155.0,No,No,No,No
7223,27-01-2025,Rangamati Sadar,18,M,iPhone 16 Pro 256GB,40394.0,No,No,Yes,Yes
7224,27-01-2025,Outside Rangamati,25,F,Vivo T3x 5G 8/128,26909.0,No,Yes,No,Yes
7225,27-01-2025,Rangamati Sadar,29,M,iQOO Z7 5G 6/128,26102.0,No,Yes,Yes,Yes
7226,27-01-2025,Rangamati Sadar,40,F,Moto G85 5G 8/128,23541.0,Yes,Yes,No,Yes
7227,27-01-2025,Rangamati Sadar,23,M,Moto G85 5G 8/128,20593.0,No,No,Yes,Yes
7228,27-01-2025,Rangamati Sadar,18,F,Galaxy M35 5G 8/128,26032.0,Yes,No,Yes,Yes
7229,27-01-2025,Inside Rangamati,34,M,Pixel 8 Pro 12/256,52570.0,No,No,Yes,No
7230,27-01-2025,Inside Rangamati,36,M,iPhone 16 Pro 256GB,73895.0,No,No,No,No
7231,27-01-2025,Rangamati Sadar,21,M,iPhone 16 Pro Max 1TB,23516.0,No,No,Yes,Yes
7232,27-01-2025,Inside Rangamati,32,M,Note 11S 6/128,20728.0,Yes,Yes,No,Yes
7233,27-01-2025,Rangamati Sadar,24,F,Note 11S 6/128,15015.0,No,No,No,Yes
7234,27-01-2025,Rangamati Sadar,22,F,Pixel 8 Pro 12/256,21441.0,No,Yes,Yes,Yes
7235,27-01-2025,Outside Rangamati,44,M,Galaxy S24 Ultra 12/256,14388.0,No,Yes,No,No
7236,27-01-2025,Rangamati Sadar,27,M,Pixel 7a 8/128,13548.0,No,No,Yes,No
7237,27-01-2025,Inside Rangamati,19,F,Galaxy A55 5G 8/128,19518.0,No,No,Yes,Yes
7238,27-01-2025,Inside Rangamati,26,M,Galaxy S24 Ultra 12/256,14139.0,Yes,No,No,Yes
7239,27-01-2025,Rangamati Sadar,48,F,iQOO Neo 9 Pro 5G 12/256,21187.0,Yes,No,No,Yes
7240,27-01-2025,Rangamati Sadar,18,F,Vivo T3x 5G 8/128,18837.0,No,No,No,No
7241,28-01-2025,Rangamati Sadar,48,M,Galaxy A55 5G 8/128,39881.0,Yes,No,No,No
7242,28-01-2025,Rangamati Sadar,21,F,Vivo Y200 5G 6/128,13716.0,Yes,No,No,Yes
7243,28-01-2025,Rangamati Sadar,18,M,Pixel 8 Pro 12/256,16067.0,No,Yes,No,Yes
7244,28-01-2025,Rangamati Sadar,36,M,iPhone 16 Pro Max 1TB,27034.0,No,No,No,No
7245,28-01-2025,Rangamati Sadar,50,M,Redmi Note 12 Pro 8/128,25777.0,Yes,No,Yes,No
7246,28-01-2025,Rangamati Sadar,21,M,Pixel 8 Pro 12/256,21978.0,Yes,Yes,No,No
7247,28-01-2025,Rangamati Sadar,23,M,Galaxy M35 5G 8/128,16880.0,No,No,No,Yes
7248,28-01-2025,Inside Rangamati,35,M,Galaxy M35 5G 8/128,23947.0,No,No,No,No
7249,28-01-2025,Outside Rangamati,42,M,iQOO Z7 5G 6/128,21682.0,Yes,Yes,No,No
7250,28-01-2025,Inside Rangamati,45,F,R-70 Turbo 5G 6/128,26047.0,No,No,Yes,Yes
7251,28-01-2025,Outside Rangamati,18,M,Note 11S 6/128,19796.0,No,No,No,Yes
7252,28-01-2025,Inside Rangamati,36,M,R-70 Turbo 5G 6/128,15649.0,Yes,Yes,No,Yes
7253,28-01-2025,Rangamati Sadar,38,F,R-70 Turbo 5G 6/128,20131.0,No,Yes,No,Yes
7254,28-01-2025,Rangamati Sadar,22,M,Note 11S 6/128,19019.0,Yes,No,No,No
7255,28-01-2025,Outside Rangamati,41,M,Galaxy M35 5G 8/128,24733.0,Yes,No,No,Yes
7256,28-01-2025,Rangamati Sadar,23,F,Pixel 8 Pro 12/256,13570.0,No,No,No,No
7257,28-01-2025,Inside Rangamati,29,M,Galaxy A55 5G 8/128,21017.0,Yes,No,Yes,Yes
7258,28-01-2025,Outside Rangamati,25,F,Note 14 Pro 5G 8/256,21905.0,No,No,No,Yes
7259,28-01-2025,Outside Rangamati,49,M,iQOO Neo 9 Pro 5G 12/256,23819.0,Yes,No,Yes,No
7260,28-01-2025,Outside Rangamati,32,M,Note 11S 6/128,22320.0,Yes,No,Yes,No
7261,28-01-2025,Inside Rangamati,44,F,Note 11S 6/128,15898.0,Yes,Yes,No,No
7262,28-01-2025,Outside Rangamati,22,M,R-70 Turbo 5G 6/128,18765.0,No,No,No,No
7263,28-01-2025,Rangamati Sadar,21,M,Galaxy A55 5G 8/128,25679.0,Yes,Yes,No,Yes
7264,28-01-2025,Rangamati Sadar,25,M,iQOO Neo 9 Pro 5G 12/256,18749.0,Yes,No,No,Yes
7265,28-01-2025,Inside Rangamati,39,M,iPhone 16 Pro Max 1TB,58560.0,No,Yes,No,No
7266,28-01-2025,Rangamati Sadar,40,F,Narzo N53 4/64,20729.0,Yes,Yes,Yes,No
7267,28-01-2025,Outside Rangamati,20,F,Redmi Note 12 Pro 8/128,27458.0,No,Yes,No,Yes
7268,28-01-2025,Rangamati Sadar,36,F,iQOO Neo 9 Pro 5G 12/256,40674.0,No,Yes,No,Yes
7269,28-01-2025,Inside Rangamati,35,F,Galaxy S24 Ultra 12/256,16658.0,No,No,Yes,Yes
7270,29-01-2025,Inside Rangamati,48,M,iPhone 16 Pro Max 1TB,36437.0,No,No,No,Yes
7271,29-01-2025,Rangamati Sadar,27,M,Galaxy A55 5G 8/128,38995.0,No,No,Yes,No
7272,29-01-2025,Inside Rangamati,50,F,Galaxy A55 5G 8/128,20366.0,No,Yes,Yes,No
7273,29-01-2025,Inside Rangamati,30,F,Galaxy S24 Ultra 12/256,35327.0,Yes,Yes,No,Yes
7274,29-01-2025,Inside Rangamati,21,F,Vivo Y200 5G 6/128,20899.0,No,Yes,No,Yes
7275,29-01-2025,Inside Rangamati,21,F,Note 11S 6/128,17964.0,No,Yes,No,No
7276,29-01-2025,Rangamati Sadar,37,F,Pixel 7a 8/128,24438.0,No,No,No,Yes
7277,29-01-2025,Inside Rangamati,22,M,Note 14 Pro 5G 8/256,23619.0,No,No,No,Yes
7278,29-01-2025,Rangamati Sadar,46,M,Pixel 8 Pro 12/256,23792.0,Yes,Yes,No,No
7279,29-01-2025,Inside Rangamati,48,F,iQOO Neo 9 Pro 5G 12/256,14900.0,Yes,No,No,Yes
7280,29-01-2025,Inside Rangamati,46,F,Galaxy M35 5G 8/128,22886.0,No,No,No,No
7281,29-01-2025,Rangamati Sadar,44,F,Narzo N53 4/64,14962.0,No,Yes,No,No
7282,29-01-2025,Outside Rangamati,46,F,Note 11S 6/128,19388.0,No,No,No,No
7283,29-01-2025,Rangamati Sadar,50,M,Galaxy M35 5G 8/128,25469.0,Yes,Yes,No,No
7284,29-01-2025,Outside Rangamati,21,F,R-70 Turbo 5G 6/128,23854.0,No,No,Yes,Yes
7285,29-01-2025,Outside Rangamati,29,M,Moto G85 5G 8/128,24194.0,Yes,Yes,Yes,No
7286,29-01-2025,Outside Rangamati,23,M,iPhone 16 Pro 256GB,141316.0,Yes,Yes,Yes,Yes
7287,29-01-2025,Inside Rangamati,24,M,Galaxy S24 Ultra 12/256,23265.0,Yes,Yes,No,Yes
7288,29-01-2025,Outside Rangamati,31,M,Redmi Note 12 Pro 8/128,16220.0,No,No,No,No
7289,29-01-2025,Outside Rangamati,23,M,Note 11S 6/128,19185.0,No,Yes,No,No
7290,29-01-2025,Outside Rangamati,22,F,iQOO Z7 5G 6/128,19575.0,Yes,Yes,No,Yes
7291,29-01-2025,Outside Rangamati,29,F,iPhone 16 Pro 256GB,18530.0,Yes,Yes,No,Yes
7292,29-01-2025,Rangamati Sadar,24,F,Galaxy A55 5G 8/128,17936.0,No,No,Yes,No
7293,29-01-2025,Inside Rangamati,50,F,Galaxy M35 5G 8/128,17707.0,No,Yes,No,Yes
7294,29-01-2025,Outside Rangamati,45,F,iPhone 16 Pro 256GB,26182.0,No,Yes,No,Yes
7295,30-01-2025,Outside Rangamati,25,F,Note 11S 6/128,20906.0,Yes,Yes,Yes,No
7296,30-01-2025,Rangamati Sadar,45,F,Note 11S 6/128,18134.0,No,Yes,No,Yes
7297,30-01-2025,Inside Rangamati,42,M,Narzo N53 4/64,15666.0,No,No,Yes,Yes
7298,30-01-2025,Rangamati Sadar,28,F,Narzo N53 4/64,17693.0,Yes,No,No,Yes
7299,30-01-2025,Outside Rangamati,19,F,Galaxy S24 Ultra 12/256,17268.0,No,No,Yes,Yes
7300,30-01-2025,Rangamati Sadar,22,M,Galaxy A55 5G 8/128,17867.0,Yes,No,No,Yes
7301,30-01-2025,Inside Rangamati,36,M,iQOO Z7 5G 6/128,16550.0,Yes,Yes,Yes,Yes
7302,30-01-2025,Outside Rangamati,18,F,Vivo T3x 5G 8/128,24275.0,No,Yes,No,Yes
7303,30-01-2025,Inside Rangamati,32,M,Galaxy M35 5G 8/128,26385.0,No,No,Yes,No
7304,30-01-2025,Rangamati Sadar,35,M,Note 11S 6/128,13550.0,No,Yes,No,Yes
7305,30-01-2025,Outside Rangamati,26,M,Galaxy S24 Ultra 12/256,28809.0,Yes,No,No,Yes
7306,30-01-2025,Inside Rangamati,50,M,Pixel 7a 8/128,13011.0,Yes,Yes,Yes,Yes
7307,30-01-2025,Outside Rangamati,27,M,Pixel 8 Pro 12/256,61844.0,No,No,Yes,Yes
7308,30-01-2025,Outside Rangamati,35,F,Moto G85 5G 8/128,26623.0,No,No,No,No
7309,30-01-2025,Inside Rangamati,50,M,Pixel 8 Pro 12/256,51819.0,No,Yes,No,No
7310,30-01-2025,Outside Rangamati,27,M,Moto G85 5G 8/128,15136.0,Yes,No,No,Yes
7311,30-01-2025,Inside Rangamati,43,M,iPhone 16 Pro Max 1TB,24149.0,No,Yes,No,No
7312,30-01-2025,Rangamati Sadar,22,M,Galaxy S24 Ultra 12/256,22742.0,Yes,No,No,No
7313,30-01-2025,Outside Rangamati,36,F,iQOO Z7 5G 6/128,20383.0,Yes,No,Yes,No
7314,30-01-2025,Rangamati Sadar,26,F,Narzo N53 4/64,16394.0,No,No,Yes,No
7315,30-01-2025,Inside Rangamati,25,M,Vivo Y200 5G 6/128,17274.0,No,No,No,Yes
7316,30-01-2025,Outside Rangamati,43,M,iQOO Z7 5G 6/128,23316.0,Yes,No,No,No
7317,30-01-2025,Rangamati Sadar,40,F,iPhone 16 Pro 256GB,18438.0,No,Yes,No,Yes
7318,30-01-2025,Rangamati Sadar,29,M,Note 11S 6/128,14548.0,Yes,Yes,No,No
7319,30-01-2025,Outside Rangamati,23,F,Note 11S 6/128,18017.0,Yes,Yes,No,No
7320,30-01-2025,Rangamati Sadar,44,F,Vivo T3x 5G 8/128,26407.0,Yes,Yes,No,Yes
7321,30-01-2025,Rangamati Sadar,19,F,Pixel 7a 8/128,20912.0,No,No,Yes,Yes
7322,30-01-2025,Outside Rangamati,33,F,Pixel 7a 8/128,23286.0,No,No,No,Yes
7323,30-01-2025,Rangamati Sadar,38,F,Note 11S 6/128,18049.0,No,No,No,Yes
7324,30-01-2025,Outside Rangamati,46,M,Moto G85 5G 8/128,26257.0,Yes,Yes,Yes,Yes
7325,30-01-2025,Inside Rangamati,42,F,iQOO Z7 5G 6/128,21972.0,Yes,No,Yes,No
7326,30-01-2025,Inside Rangamati,31,F,Galaxy A55 5G 8/128,17733.0,Yes,Yes,No,No
7327,30-01-2025,Rangamati Sadar,28,F,Vivo Y200 5G 6/128,23779.0,No,No,No,Yes
7328,30-01-2025,Rangamati Sadar,31,M,Pixel 8 Pro 12/256,18659.0,Yes,Yes,No,No
7329,30-01-2025,Outside Rangamati,23,M,R-70 Turbo 5G 6/128,25817.0,Yes,No,Yes,No
7330,31-01-2025,Outside Rangamati,44,M,Moto G85 5G 8/128,23918.0,Yes,No,Yes,Yes
7331,31-01-2025,Outside Rangamati,40,M,Galaxy A55 5G 8/128,25694.0,No,No,No,Yes
7332,31-01-2025,Rangamati Sadar,45,M,iPhone 16 Pro 256GB,15687.0,No,No,No,Yes
7333,31-01-2025,Inside Rangamati,21,M,Note 11S 6/128,25473.0,No,No,Yes,No
7334,31-01-2025,Outside Rangamati,26,M,Galaxy A55 5G 8/128,17822.0,Yes,No,Yes,Yes
7335,31-01-2025,Rangamati Sadar,36,F,iPhone 16 Pro 256GB,23607.0,No,No,Yes,No
7336,31-01-2025,Outside Rangamati,42,F,Vivo Y200 5G 6/128,22947.0,No,Yes,Yes,Yes
7337,31-01-2025,Inside Rangamati,34,M,Vivo Y200 5G 6/128,22990.0,No,Yes,No,No
7338,31-01-2025,Inside Rangamati,47,F,iQOO Z7 5G 6/128,20215.0,Yes,No,No,Yes
7339,31-01-2025,Rangamati Sadar,35,F,Narzo N53 4/64,25401.0,No,No,No,Yes
7340,31-01-2025,Rangamati Sadar,44,M,Galaxy M35 5G 8/128,23516.0,No,No,No,No
7341,31-01-2025,Outside Rangamati,50,F,Pixel 7a 8/128,21723.0,Yes,No,No,No
7342,31-01-2025,Inside Rangamati,22,F,Note 11S 6/128,20989.0,Yes,No,No,No
7343,31-01-2025,Rangamati Sadar,23,M,Galaxy M35 5G 8/128,14638.0,Yes,Yes,No,Yes
7344,31-01-2025,Rangamati Sadar,46,F,Vivo Y200 5G 6/128,23087.0,Yes,Yes,No,Yes
7345,31-01-2025,Rangamati Sadar,19,M,Galaxy A55 5G 8/128,39450.0,Yes,Yes,No,Yes
7346,31-01-2025,Rangamati Sadar,19,M,Moto G85 5G 8/128,26831.0,No,Yes,Yes,Yes
7347,31-01-2025,Outside Rangamati,18,M,Galaxy S24 Ultra 12/256,25343.0,Yes,No,Yes,Yes
7348,31-01-2025,Outside Rangamati,46,F,iQOO Neo 9 Pro 5G 12/256,17312.0,Yes,No,Yes,No
7349,31-01-2025,Rangamati Sadar,43,F,iQOO Z7 5G 6/128,18236.0,Yes,No,No,Yes
7350,31-01-2025,Inside Rangamati,44,M,Note 11S 6/128,18446.0,Yes,Yes,No,Yes
7351,31-01-2025,Rangamati Sadar,48,M,iQOO Neo 9 Pro 5G 12/256,23360.0,No,No,No,No
7352,31-01-2025,Rangamati Sadar,31,F,Redmi Note 12 Pro 8/128,16331.0,No,No,No,No
7353,31-01-2025,Outside Rangamati,34,F,Pixel 7a 8/128,15493.0,No,Yes,Yes,No
7354,31-01-2025,Rangamati Sadar,44,F,Redmi Note 12 Pro 8/128,18495.0,No,No,No,Yes
7355,31-01-2025,Inside Rangamati,36,M,Galaxy S24 Ultra 12/256,18328.0,No,No,No,Yes
7356,31-01-2025,Inside Rangamati,43,F,Pixel 7a 8/128,25061.0,No,No,No,Yes
7357,01-02-2025,Inside Rangamati,42,F,Vivo T3x 5G 8/128,20083.0,No,Yes,No,Yes
7358,01-02-2025,Inside Rangamati,49,F,Vivo Y200 5G 6/128,25025.0,Yes,No,Yes,No
7359,01-02-2025,Inside Rangamati,28,M,Galaxy A55 5G 8/128,16772.0,Yes,No,Yes,No
7360,01-02-2025,Rangamati Sadar,39,F,Galaxy M35 5G 8/128,20524.0,No,No,Yes,No
7361,01-02-2025,Inside Rangamati,36,F,iPhone 16 Pro 256GB,41669.0,No,No,Yes,No
7362,01-02-2025,Outside Rangamati,34,M,Redmi Note 12 Pro 8/128,27047.0,Yes,No,No,Yes
7363,01-02-2025,Rangamati Sadar,23,F,Vivo Y200 5G 6/128,16477.0,No,No,Yes,Yes
7364,01-02-2025,Rangamati Sadar,49,F,Note 11S 6/128,20494.0,Yes,No,No,Yes
7365,01-02-2025,Inside Rangamati,44,M,R-70 Turbo 5G 6/128,18865.0,No,No,No,Yes
7366,01-02-2025,Rangamati Sadar,45,F,Galaxy A55 5G 8/128,20499.0,Yes,Yes,No,Yes
7367,01-02-2025,Rangamati Sadar,30,M,Note 11S 6/128,26482.0,No,Yes,No,Yes
7368,01-02-2025,Rangamati Sadar,40,M,Vivo T3x 5G 8/128,15899.0,No,Yes,No,No
7369,01-02-2025,Inside Rangamati,39,F,Galaxy A55 5G 8/128,13683.0,No,Yes,No,No
7370,01-02-2025,Inside Rangamati,44,M,Vivo T3x 5G 8/128,17496.0,No,No,No,Yes
7371,01-02-2025,Outside Rangamati,25,F,Narzo N53 4/64,16810.0,Yes,No,No,Yes
7372,01-02-2025,Inside Rangamati,41,F,Galaxy M35 5G 8/128,26372.0,No,No,Yes,No
7373,01-02-2025,Rangamati Sadar,43,F,Pixel 8 Pro 12/256,22102.0,No,No,No,Yes
7374,01-02-2025,Rangamati Sadar,34,F,Pixel 8 Pro 12/256,16544.0,Yes,No,Yes,No
7375,01-02-2025,Outside Rangamati,28,F,Galaxy S24 Ultra 12/256,18722.0,No,Yes,No,Yes
7376,01-02-2025,Inside Rangamati,46,F,iQOO Neo 9 Pro 5G 12/256,40568.0,No,No,Yes,No
7377,01-02-2025,Rangamati Sadar,21,M,Moto G85 5G 8/128,26179.0,No,Yes,No,Yes
7378,01-02-2025,Inside Rangamati,20,M,Moto G85 5G 8/128,21682.0,No,No,No,Yes
7379,01-02-2025,Rangamati Sadar,47,M,iPhone 16 Pro 256GB,16399.0,Yes,Yes,No,Yes
